机械安全作业要求：在符合许可范围内操作；使用合适器械作业；设备作业要有专人指挥。,机械安全作业要求：不在符合许可范围内操作；使用合适器械作业；设备作业要有专人指挥。,7
仓储合同，又称仓储保管合同，是保管人储存存货人交付的仓储物，存货人支付仓储费的合同。,仓储合同是储存存货人交付的仓储物，存货人支付仓储费的合同。,8
诺成合同，是指合同自双方达成合意时成立。,诺成合同是指合同成立。,5
仓储货品的验收问题的主要内容有三项：一是验收项目，二是验收方法，三是验收期限。,仓储货品的验收问题的主要内容有：验收项目，验收方法。,7
验收期限：自物品和验收资料全部送达保管人之日起，至验收报告送出之日止。,自验收资料送达保管人之日起，至验收报告送出之日止。,7
仓储合同的验收包括：验收项目、验收方法、验收期限。,包括：验收项目、验收期限。,7
物品储存的安全性指标，主要用发生的各种事故的大小和次数来表示，主要有人身伤亡、仓库失火、爆炸、被盗、机械损坏事故几类。,物品储存的安全性指标，主要用发生的各种事故的大小和次数来表示，主要有人身伤亡、仓库失火、爆炸、机械损坏事故几类。,9
仓储成本是指仓储企业在储存物品过程中，包括装卸搬运、存储保管、流通加工、收发物品等各个环节，和建造、购置仓库等设施设备所消耗的人力、物力、财力及风险成本的总和。,仓储成本是指仓储企业在储存物品过程中，包括装卸搬运、流通加工、收发物品等各个环节，和建造、购置仓库等设施设备所消耗的人力、物力、财力及风险成本的总和。,9
仓储成本是物流成本的重要组成部分，对物流成本的高低有直接影响。,仓储成本对物流成本的高低有直接影响。,5
货物的仓储成本主要是指货物保管的各种支出，其中一部分为仓储设施和设备的投资，另一部分则为仓储保管作业中的活劳动或者物化劳动的消耗，主要包括工资和能源消耗等。,货物的仓储成本是指货物保管的各种支出。,2
反映仓储作业消耗的指标：材料、燃料和动力消耗指标；平均储存费用,反映仓储作业消耗的指标：材料、燃料和动力消耗指标；,8
反映仓储作业质量的指标：货损货差率；设备完好率；保管损耗率；账务差异率；收发货差错率。,设备完好率；保管损耗率；账务差异率；收发货差错率。,8
反映仓储作业效率的指标：物品吞吐量；平均收发货时间；物品及时验收率；全员劳动生产率；库存物品的周转率；仓库作业效率。,库存物品的周转率；仓库作业效率。,3
反映仓储作业效益的指标：工资利润率；成本利润率；资金利润率；利润总额；收入利润率；每吨物品保管利润。,工资利润率；成本利润率。,3
反映仓储作业设施设备利用程度的指标：仓库货物周转率；单位面积储存量；仓库空间利润率；设备利润率。,反映仓储作业设施设备利用程度的指标：仓库货物周转率；单位面积储存量。,5
仓储成本是衡量仓储企业经营管理水平和管理质量高低的重要标志。,仓储成本是衡量管理质量高低的重要标志。,6
根据成本的性质可将仓储成本分为固定成本和变动成本两部分。,固定成本,4
仓储成本分析与控制包括以下方面： 存储成本分析与控制；装卸搬运作业成本分析与控制；备货作业成本分析与控制；人工费用的分析与控制；包装作业成本分析与控制；机具物料和燃料的成本控制；提高仓储服务质量，降低仓储成本；降低机会成本和风险成本。,仓储成本分析与控制包括以下方面： 存储成本分析与控制；装卸搬运作业成本分析与控制；备货作业成本分析与控制；降低机会成本和风险成本。,5
装卸搬运作业成本分析与控制包括：合理选择装卸搬运机具；提高物品装卸搬运的活性化与可运性；利用重力作用，减少能量消耗；合理选择装卸搬运方式；改进装卸搬运作业方法。,装卸搬运作业成本分析与控制包括：合理选择装卸搬运机具；利用重力作用，减少能量消耗；改进装卸搬运作业方法。,7
备货作业成本分析与控制包括以下内容：合理选择备货作业方式；合理安排仓储空间，降低备货成本；加强货位管理，提高备货作业效率。,合理选择备货作业方式；加强货位管理，提高备货作业效率。,6
合理选择备货作业方式有：全面分拣、批处理分拣、分区分拣、分组分拣。,全面分拣、分组分拣。,5
包装作业成本分析与控制包括以下内容：使用物美价廉的包装材料；包装作业机械化，提高包装效率；采用大包装，尽量使包装简单化，节约包装材料；利用原有包装，加贴新标签。,使用物美价廉的包装材料；尽量使包装简单化，节约包装材料；利用原有包装，加贴新标签。,6
企业资源计划即 ERP (Enterprise Resource Planning)，由美国 Gartner Group 公司于1990年提出。企业资源计划是 MRP II（企业制造资源计划）下一代的制造业系统和资源计划软件。,企业资源计划是 MRP II（企业制造资源计划）下一代的制造业系统和资源计划软件。,5
MRP(Material Resource Planning)：是一种保证既不出现短缺，也不积压库存的计划方法，是ERP系统的核心功能模块。,是一种保证既不出现短缺，也不积压库存的计划方法。,8
MRP包含几个要素：原料、生产、销售、产品结构。 ,原料。,2
运输管理系统，英文缩写“TMS”，是一种“供应链”分组下的（基于网络的）操作软件。它能通过多种方法和其他相关的操作一起提高物流的管理能力；,是一种操作软件。它能通过多种方法和其他相关的操作一起提高物流的管理能力；,8
TMS的功能模块：调度管理、车辆管理、配件管理、油耗管理、费用结算、人员管理、资源管理、财务核算、绩效考核、车辆跟踪、业务跟踪、业务统计、白卡管理、监控中心系统、账单查询等,业务统计、白卡管理、监控中心系统、账单查询等,4
ERP的功能模块：供应链管理、销售与市场、分销、客户服务、财务管理、制造管理、库存管理、工厂与设备维护、人力资源、报表、制造执行系统、工作流服务和企业信息系统等。此外，还包括金融投资管理、质量管理、运输管理、项目管理、法规与标准和过程控制等补充功能。,ERP的功能模块：供应链管理、销售与市场、财务管理、制造管理、库存管理、工厂与设备维护、人力资源、工作流服务和企业信息系统等。,5
入库作业管理包括：收货；组盘和注册；上架,收货；组盘和注册；,6
WCS 是仓库控制系统(Warehouse Control System) 的缩写。WCS是介于WMS系统和PLC系统之间的一层管理控制系统。,是介于WMS系统和PLC系统之间的管理控制系统。,8
出库作业管理包括：波次运算；补货；拣选；复核包装；集货；发货,波次运算；补货；拣选；复核包装；,6
仓储管理系统中基础数据管理包括以下内容：用户数据；部门数据；货位数据；客户主数据；物流主数据；订单类数据；其他数据,用户数据；部门数据；货位数据；客户主数据；订单类数据；,7
条码：是由一组规则排列的条、空及其对应代码组成，是表示商品特定信息的标识。 ,条码：是由条、空及其对应代码组成，表示商品特定信息。,6
条形码的识读原理：根据不同颜色的物体，其反射的可见光的波长不同，光电转换器接收到不同强弱的反射光信号，并转换成相应的电信号并进行放大后输出。,光电转换器接收到不同强弱的反射光信号，并转换成相应的电信号并进行放大后输出。,7
条码的类别 ：商品条码、物流条码、二维条码。,条码的类别 ：商品条码、物流条码,7
无线射频识别（RFID）是通过一种无线电讯号和微芯片标签识别特定目标并读写相关数据的通讯技术。,RFID是通过一种无线电讯号标签识别特定目标的通讯技术。,7
RFID的特点：非接触识别，它能穿透雪、雾、冰、涂料、尘垢、高速运动的物体和条形码无法使用的恶劣环境阅读标签，并且阅读速度极快；保密性强。,RFID的特点：非接触识别，它能穿透雪、雾、冰、涂料、尘垢、高速运动的物体和条形码无法使用的恶劣环境阅读标签，并且阅读速度极快；,8
RFID的组成：标签、阅读器和天线。,RFID的组成：标签、阅读器,7
子标签拣选系统（DPS），是以一连串装于货架格位上的电子显示装置(电子标签)取代拣货单，指示应拣取的物品及数量，辅助捡货人员的作业，减少目视寻找的时间。,装于货架格位上的电子显示装置取代拣货单，指示应拣取的物品及数量，辅助捡货人员的作业，减少目视寻找的时间。,9
DBMS是一种操作和管理数据库的大型软件，可用于建立、使用和维护数据库。物流系统中的库存、货位、入出库记录等重要数据都是通过DBMS管理的。,DBMS是一种操作和管理数据库的大型软件。物流系统中的数据都是通过DBMS管理的。,6
配送：是指在经济合理区域范围内，根据用户的要求，对物品进行拣选、加工、包装、分割、组配等作业，并按时送达指定地点的物流活动,对物品进行拣选、加工、包装、分割、组配等作业，并按时送达指定地点的物流活动,7
配送要素：集货、储存、分拣和拣选、配货、配装、配送运输、送达服务。,集货、储存、配装、配送运输。,5
集货是指将分散的或小批量的物品集中起来，以便进行运输、配送的作业 。,将分散的或小批量的物品集中起来，以便进行运输的作业 。,8
配送中的储存有储备及暂存两种形态。 配送储备储备数量较大，储存更加有计划性。暂存，是具体执行日配送时，按分拣配货要求，在理货场地所做的少量储存准备 。,有储备及暂存两种形态。 配送储备储备数量较大，储存更加有计划性。暂存按分拣配货要求，在理货场地所做的少量储存准备 。,8
分拣是将物品按品种、出入库先后顺序进行分门别类堆放的作业。,将物品按品种堆放的作业。,5
拣选是按订单或出库单的要求，从储存场所选出物品，并放置指定地点的作业,按订单要求，放置指定地点,3
配货是使用各种拣选设备和传输装置，将存放的物品，按客户要求分拣出来，配备齐全，送入指定发货地点。,按客户要求送入指定发货地点。,2
在单个客户配送数量不能达到车辆的有效运载负荷时，就存在如何集中不同客户的配送货物，进行搭配装载以充分利用运能、运力的问题，这就需要配装。,在单个客户配送数量不能达到车辆的有效运载负荷时。,4
配送运输是较短距离、较小规模、额度较高的运输形式，一般使用汽车做运输工具。,配送运输是较短距离、额度较高的运输形式。,6
如何组合成最佳路线，如何使配装和路线有效搭配等，是配送运输的特点，也是难度较大的工作。,如何组合成最佳路线，如何使配装和路线有效搭配等，是配送运输的特点,9
配送作业活动是以客户发出的订货信息（即订单）作为配送作业的驱动源的。,以客户发出的订货信息,6
顾客订单是配送服务的第一个环节，也是配送服务质量得以保证的基础。,配送服务质量得以保证的基础,4
订单是配送中心开展配送业务的依据，配送中心接到客户订单以后需要对订单加以处理，据以安排分拣、补货、配货、送货等作业环节。,接到客户订单以后需要对订单加以处理。,2
拣货作业：依据顾客的订货要求或配送中心的送货计划，迅速、准确地将商品向从其储位或其他区域拣取出来，并按一定的方式进行分类、集中，等待配装送货的作业过程。,配装送货的作业过程。,1
配送中心：为了顺利、有序、方便地向客户发送商品，对组织来的各种货物进行整理，并依据订单要求进行组合的过程。,对组织来的各种货物进行整理，并依据订单要求进行组合的过程。,7
配货：使用各种拣选设备和传输装置，将存放的货物，按客户的要求分拣出来，配备齐全，送入指定发货区。,将存放的货物，按客户的要求分拣出来，配备齐全，送入指定发货区。,8
配装：在单个客户配送数量不能达到车辆的有效运载负荷时，就存在如何集中不同客户的配送货物，进行搭配装载以充分利用运能、运力的问题。,如何集中不同客户的配送货物，进行搭配装载以充分利用运能、运力的问题。,5
送货作业：包含将货物装车并实际配送。需要事先规划配送区域的划分或配送线路的安排，由配送路线选用的先后次序来决定商品装车顺序，并在商品配送途中进行商品跟踪、控制。,由配送路线选用的先后次序来决定商品装车顺序。,2
流通加工：物品在从生产领域向消费领域流动的过程中，流通主体（即流通当事人）为了完善流通服务功能，促进销售、维护产品质量和提高物流效率而开展的一项活动。,促进销售、维护产品质量和提高物流效率而开展的一项活动。,4
进货：配送中心根据客户的需要，为配送业务的顺利实施，而从事的组织商品货源和进行商品存储的一系列活动。进货是配送的准备工作或基础工作，它是配送的基础环节，又是决定配送成败与否、规模大小的最基础环节。同时，也是决定配送效益高低的关键环节。,组织商品货源和进行商品存储的一系列活动。进货是配送的准备工作或基础工作，它是配送的基础环节，又是决定配送成败与否、规模大小的最基础环节。,6
配送作业流程：顾客下单；订单处理；拣货；配货；配装；配送；流通加工；进货；,顾客下单；配货；配装；配送；,5
配送模式：自营配送模式；共同配送模式；第三方配送。,共同配送模式；第三方配送。,6
常见的组织结构形式：直线制；职能制；直线职能制；矩阵制。,直线制；矩阵制。,5
直线制的优缺点：优点——结构简单、权力集中、责任分明、命令统一、联系简捷；缺点——管理职能集中由一人承担，容易发生较大失误；部门间协调差 。,优点——权力集中；缺点——部门间协调差 。,2
直线职能制的优缺点：优点——命令统一，职责明确，专业化管理程度较高，组织稳定。它既保证了管理体系的集中统一，又可以在各级行政负责人的领导下，充分发挥各专业管理机构的作用；缺点——职能部门之间缺乏交流、协作和配合，职能部门与行政负责人之间容易产生摩擦，组织系统的灵敏度较低，下级的许多工作要直接向上层领导报告请示才能处理，常常造成企业运作效率低下。,优点——命令统一，职责明确，专业化管理程度较高，组织稳定。缺点——组织系统的灵敏度较低，下级的许多工作要直接向上层领导报告请示才能处理，常常造成企业运作效率低下。,4
矩阵制优点：打破单向领导，加强了管理部门间的联系和配合，有利于信息沟通和共同决策，提高工作的效率；把不同的专业人员组织在一起，有利于激发人们的积极性和创造性，提高技术水平和管理水平；把完成任务所需的各种专业知识和经验集中在一起，提高了管理组织的机动性和灵活性。,打破单向领导，提高了管理组织的机动性和灵活性。,3
矩阵制缺点：组织成员不是固定的，易产生临时的观念，对工作有一定的影响；双重领导，难免发生矛盾，也不易分清责任。,组织成员不是固定的，易产生临时的观念；不易分清责任。,4
订单处理是指：从接到客户订单开始到着手准备拣货之间的作业阶段。通常包括订单确认、存货查询、单据处理等内容。,从接到客户订单开始到着手准备拣货之间的作业阶段。,6
订单处理作业所面临的问题：在零售商的订单处理方面——如何简化订货作业；如何提高订货资料；正确性如何快速下单。在配送中心的订单处理方面——如何简化接单作业；如何处理量多繁杂的订货资料；如何掌握订单进度。,如何简化订货作业；如何提高订货资料；正确性如何快速下单。如何简化接单作业；如何处理量多繁杂的订货资料；如何掌握订单进度。,8
订单处理的方式：人工处理；计算机处理。,计算机处理。,5
订单处理的主要内容：订单内容确认；订单接收；订单资料输出 ；存货查询及依订单分配存货 。,存货查询及依订单分配存货 。,3
订单类型：一般交易订单；兑换券交易订单；现销式交易订单；间接交易订单；合约式交易订单；寄库式交易订单。,一般交易订单；兑换券交易订单；合约式交易订单；寄库式交易订单。,7
订单处理的基本原则：要使客户产生信赖感；尽量缩短订货周期；提供紧急订货 ；减少缺货现象；不忽略小客户；装配力求完整；提供对客户有利的包装；要随时提供订单处理的情况。,使客户产生信赖感；尽量缩短订货周期；提供紧急订货 ；减少缺货现象；忽略小客户；装配力求完整；提供对客户有利的包装。,7
订单处理的基本流程：订单准备；订单传输；订单录入；订单履行；订单跟踪。,订单准备；订单传输。,4
分拣作业就是将用户所订的货物从储存保管处取出，按用户分类、集中、处理、放置。,分拣作业就是将用户所订的货物从储存保管处取出，集中、处理、放置。,7
拣货依据：依据拣货信息，拣货信息包括多种形式，最常见的就是拣货单。,依据拣货信息，常见的有拣货单。,6
拣货目的：正确且迅速地集合客户所订购的货品。,迅速地集合货品。,5
分拣是使配送不同于一般形式的送货以及其他物流形式的重要支持性工作，是配送中心作业系统的核心。,使配送不同于一般形式的送货以及其他物流形式的重要支持性工作。,8
拣货作业过程，由生成拣货资料、行走或搬运、拣取和分类与集中几个环节组成。,生成拣货资料、行走、拣取和分类。,7
分拣作业目的在于正确且迅速地集合顾客所订购的商品。,正确且迅速地集合商品。,5
拣货单位是指拣货作业中拣取货物的包装单位。订货单位合理化主要是避免过小单位出现在订单中，减少作业量与误差，如订货的最小单位是箱，则不要以单品为拣货单位。  ,拣货单位是指拣货作业中拣取货物的包装单位。订货单位合理化主要是避免过小单位出现在订单中，减少作业量。,7
按订单拣取是指分别按每份订单拣货，即分拣完一个订单后，再分拣下一个订单。,按订单拣货，分拣完一个订单后，再分拣下一个订单。,9
配送作业中拣货包装单位通常有以下四种：单件、托盘、箱、特殊物品。,单件、托盘、特殊物品。,7
按订单拣取作业原理是：分拣人员或分拣工具巡回于各个储存点，按订单所列商品及数量，将客户所订购的商品逐一由仓库储位或其它作业区中取出，然后集中在一起的一种传统拣货方式，又称作“摘果式”、“人到货前式”、“订单别拣选” 或“单一顺序拣选”等。  ,分拣人员或分拣工具巡回于各个储存点，按订单所列商品及数量，将客户所订购的商品逐一由仓库储位或其它作业区中取出，然后集中在一起的一种传统拣货方式。,9
按单分拣作业方法特点：易于实施，配货准确度高，不易出错；各客户分拣相互没有约束；分拣完一个货单，货物便配齐，货物不再落地暂存，可直接装车配送；客户数量不受限制，可在很大范围内波动；对机械化、自动化没有严格要求，不受设备水平限制。,按单分拣作业方法特点：易于实施，配货准确度高，易出错；各客户分拣相互没有约束；分拣完一个货单，货物便配齐，货物落地暂存，可直接装车配送；客户数量不受限制，可在很大范围内波动；对机械化、自动化有严格要求，受设备水平限制。,4
按单拣选产生的问题：商品品种多时，拣货行走路线过长，拣取效率低；    拣取区域大时，搬运系统设计困难；少量、多批次拣取时，会造 成拣货路径重复费高，效率降低。,商品品种多时，拣货行走路线过长，拣取效率低；拣货路径重复费高，效率降低。,5
批量拣取是把多张订单集合成一批次，按商品品种类别将数量加总后再进行分拣，分拣完后再按客户订单进行分类处理的拣货作业方式，又称“播种式”。,批量拣取是按商品品种类别将数量加总后再进行分拣，分拣完后再按客户订单进行分类处理的拣货作业方式。,8
复合分拣是按单分拣与批量分拣的组合运用，按订单品项、数量和出库频率决定哪些订单适合按单分拣，哪些订单适合批量分拣。,复合分拣是按单分拣与批量分拣的组合运用，按订单数量和出库频率决定哪些订单适合按单分拣，哪些订单适合批量分拣。,8
整合按单分拣方式，主要应用在每个订单只有一种品项的场合，为了提高输配送的效率，将某一地区的订单整合成一张拣货单，做一次分拣后，集中捆包出库。它属于按单分拣的一种变形方式,整合按单分拣方式，主要应用在每个订单只有一种品项的场合，将某一地区的订单整合成一张拣货单，做一次分拣后，集中捆包出库。,8
按单分拣的优点：作业方法简单；订单处理前置时间短；导入容易且作业弹性大；作业员责任明确，作业容易组织；拣货后不必再进行分类作业。,作业方法简单；订单处理前置时间短；导入容易且作业弹性大；拣货后不必再进行分类作业。,8
批量分拣的优点：合计后拣货、效率较高；盘亏较少。,合计后拣货、效率较高；盘亏较多。,6
人至货前拣选方式是指人(或人乘拣选车)到储存区寻找并取出所需要的货物。,人寻找并取出所需要的货物。,6
人至货前拣选方式的特点：货物处于静态储存方式，要求货物必须是小型，且出货量较少。,货物处于静态储存方式，要求货物必须是小型，且出货量较多。,7
货至人前拣选方式是指将货物移动到人或拣选机旁，由人或拣选机拣选出所需的货物。,将货物移动到人旁，由人拣选出所需的货物。,5
分拣的动作由自动的机械负责，电子信息输入后自动完成分拣作业，无须人手介入。大致可分为合流、分拣识别、分拣分流和分运四个分段。,分拣的动作由自动的机械负责，须人手介入。大致可分为合流、分拣识别、分拣分流和分运四个分段。,6
电子标签拣货系统（DPS）：一种计算机辅助的无纸化的拣货系统，采用计算机传输拣选指令到操作者面前的显示屏上，导引操作者完成规定的作业。,一种无纸化的拣货系统，采用计算机传输拣选指令到显示屏上，导引操作者完成规定的作业。,7
电子标签拣货系统的原理：在每一个货位安装数字显示器，利用计算机的控制将订单信息传输到数字显示器内，拣货人员根据数字显示器所显示的数字拣货，拣完货之后按确认钮即完成拣货工作，也叫做电子标签拣货。,在每一个货位安装数字显示器，将订单信息传输到数字显示器内，拣货人员根据数字显示器所显示的数字拣货，拣完货之后按确认钮即完成拣货工作。,8
电子标签功能：品种、库位指示； 出库数量显示；操作完成信息确认,出库数量显示和操作完成信息确认,6
电子标签根据其功能可以分为传统电子标签和智慧型电子标签。,智慧型电子标签。,5
分拣策略是影响分拣作业效率的重要因素，对不同的订单需求应采取不同的分拣策略。,分拣策略是影响分拣作业效率的重要因素，对不同的订单需求应采取相同的分拣策略。,5
机械安全作业要求包括：在符合许可范围内操作；使用合适器械作业；设备作业要有专人指挥。,机械安全作业要求：在符合许可范围内操作；使用合适器械作业；设备作业要有专人指挥。,10
保管人储存存货人交付的仓储物，存货人支付仓储费的合同称为仓储合同,仓储合同，又称仓储保管合同，是保管人储存存货人交付的仓储物，存货人支付仓储费的合同。,10
合同自双方达成合意时成立的合同称为诺成合同,诺成合同，是指合同自双方达成合意时成立。,10
仓储货品的验收问题的主要内容包括：验收项目，验收方法，验收期限。,仓储货品的验收问题的主要内容有三项：一是验收项目，二是验收方法，三是验收期限。,10
验收期限是指自从物品和验收资料全部送达保管人之日起，至验收报告送出之日止的时间。,验收期限：自物品和验收资料全部送达保管人之日起，至验收报告送出之日止。,10
仓储合同的验收有三点：一是验收项目、二是验收方法、三是验收期限。,仓储合同的验收包括：验收项目、验收方法、验收期限。,10
用发生的各种事故的大小和次数来表示物品储存的安全性指标，主要有人身伤亡、仓库失火、爆炸、被盗、机械损坏事故几类。,物品储存的安全性指标，主要用发生的各种事故的大小和次数来表示，主要有人身伤亡、仓库失火、爆炸、被盗、机械损坏事故几类。,10
仓储企业在储存物品过程中，包含装卸搬运、存储保管、流通加工、收发物品等各个环节，和建造、购置仓库等设施设备所消耗的人力、物力、财力及风险成本的总和是指仓储成本。,仓储成本是指仓储企业在储存物品过程中，包括装卸搬运、存储保管、流通加工、收发物品等各个环节，和建造、购置仓库等设施设备所消耗的人力、物力、财力及风险成本的总和。,10
物流成本的重要组成部分也叫仓储成本，它直接影响物流成本的高低。,仓储成本是物流成本的重要组成部分，对物流成本的高低有直接影响。,10
仓储成本主要指货物保管的各种支出，其中一部分为仓储设施和设备的投资，另一部分则为仓储保管作业中的活劳动或者物化劳动的消耗，消耗主要包括工资和能源消耗等。,货物的仓储成本主要是指货物保管的各种支出，其中一部分为仓储设施和设备的投资，另一部分则为仓储保管作业中的活劳动或者物化劳动的消耗，主要包括工资和能源消耗等。,10
材料、燃料和动力消耗指标；平均储存费用反映仓储作业消耗的指标,反映仓储作业消耗的指标：材料、燃料和动力消耗指标；平均储存费用,10
仓储作业质量的指标包含：货损货差率；设备完好率；保管损耗率；账务差异率；收发货差错率。,反映仓储作业质量的指标：货损货差率；设备完好率；保管损耗率；账务差异率；收发货差错率。,10
物品吞吐量；平均收发货时间；物品及时验收率；全员劳动生产率；库存物品的周转率；仓库作业效率。反映仓储作业效率的指标,反映仓储作业效率的指标：物品吞吐量；平均收发货时间；物品及时验收率；全员劳动生产率；库存物品的周转率；仓库作业效率。,10
仓储作业效益的指标包含：工资利润率；成本利润率；资金利润率；利润总额；收入利润率；每吨物品保管利润。,反映仓储作业效益的指标：工资利润率；成本利润率；资金利润率；利润总额；收入利润率；每吨物品保管利润。,10
仓储作业设施设备利用程度的指标包含：仓库货物周转率；单位面积储存量；仓库空间利润率；设备利润率。,反映仓储作业设施设备利用程度的指标：仓库货物周转率；单位面积储存量；仓库空间利润率；设备利润率。,10
衡量仓储企业经营管理水平和管理质量高低的重要标志是仓储成本。,仓储成本是衡量仓储企业经营管理水平和管理质量高低的重要标志。,10
成本的性质包括固定成本和变动成本两部分。,根据成本的性质可将仓储成本分为固定成本和变动成本两部分。,10
仓储成本分析与控制包括： 存储成本分析与控制；装卸搬运作业成本分析与控制；备货作业成本分析与控制；人工费用的分析与控制；包装作业成本分析与控制；机具物料和燃料的成本控制；提高仓储服务质量，降低仓储成本；降低机会成本和风险成本。,仓储成本分析与控制包括以下方面： 存储成本分析与控制；装卸搬运作业成本分析与控制；备货作业成本分析与控制；人工费用的分析与控制；包装作业成本分析与控制；机具物料和燃料的成本控制；提高仓储服务质量，降低仓储成本；降低机会成本和风险成本。,10
装卸搬运作业成本分析与控制包含以下方面：合理选择装卸搬运机具；提高物品装卸搬运的活性化与可运性；利用重力作用，减少能量消耗；合理选择装卸搬运方式；改进装卸搬运作业方法。,装卸搬运作业成本分析与控制包括：合理选择装卸搬运机具；提高物品装卸搬运的活性化与可运性；利用重力作用，减少能量消耗；合理选择装卸搬运方式；改进装卸搬运作业方法。,10
备货作业成本分析与控制包括：合理选择备货作业方式；合理安排仓储空间，降低备货成本；加强货位管理，提高备货作业效率。,备货作业成本分析与控制包括以下内容：合理选择备货作业方式；合理安排仓储空间，降低备货成本；加强货位管理，提高备货作业效率。,10
合理选择备货作业方式包括：全面分拣、批处理分拣、分区分拣、分组分拣。,合理选择备货作业方式有：全面分拣、批处理分拣、分区分拣、分组分拣。,10
使用物美价廉的包装材料；包装作业机械化，提高包装效率；采用大包装，尽量使包装简单化，节约包装材料；利用原有包装，加贴新标签。组成了包装作业成本分析与控制的主要内容。,包装作业成本分析与控制包括以下内容：使用物美价廉的包装材料；包装作业机械化，提高包装效率；采用大包装，尽量使包装简单化，节约包装材料；利用原有包装，加贴新标签。,10
企业资源计划，由 Gartner Group 公司于1990年提出。企业资源计划是 MRP II下一代的制造业系统和资源计划软件。,企业资源计划即 ERP (Enterprise Resource Planning)，由美国 Gartner Group 公司于1990年提出。企业资源计划是 MRP II（企业制造资源计划）下一代的制造业系统和资源计划软件。,10
MRP是一种保证既不出现短缺，也不积压库存的计划方法，是ERP系统的核心功能模块。,MRP(Material Resource Planning)：是一种保证既不出现短缺，也不积压库存的计划方法，是ERP系统的核心功能模块。,10
MRP包含：原料、生产、销售、产品结构。 ,MRP包含几个要素：原料、生产、销售、产品结构。 ,10
运输管理系统是一种“供应链”分组下的操作软件。它能通过多种方法和其他相关的操作一起提高物流的管理能力；,运输管理系统，英文缩写“TMS”，是一种“供应链”分组下的（基于网络的）操作软件。它能通过多种方法和其他相关的操作一起提高物流的管理能力；,10
TMS的功能模块包括：调度管理、车辆管理、配件管理、油耗管理、费用结算、人员管理、资源管理、财务核算、绩效考核、车辆跟踪、业务跟踪、业务统计、白卡管理、监控中心系统、账单查询等,TMS的功能模块：调度管理、车辆管理、配件管理、油耗管理、费用结算、人员管理、资源管理、财务核算、绩效考核、车辆跟踪、业务跟踪、业务统计、白卡管理、监控中心系统、账单查询等,10
