仓库一般只做外观检验。	5
垛牌：为了保管及时掌握物品资料，需要在或多上挂有过关该垛物品的资料标签。	10
垛牌的内容有货位号、物品名称、规格、制造日期等。	10
垛形指货跺的外部形状。可为矩形、正方形、三角形、梯形、半圆形等。	10
苫盖方法包括：就垛苫盖法、鱼鳞式苫盖法、固定棚架苫盖法、活动棚架苫盖法、隔离苫盖法。	10
垫垛指物品堆码前，使用适合的衬垫材料进行铺垫。	10
磅差指由于入出库计量工具精度的差别二造成的物品数量差异。	10
物品损耗标准包括：标准损耗率、保管损耗率。	10
标准损耗率：是指保管某物品所容许繁盛的自然损耗。	10
保管损耗率：是指自然损耗量与该物品库存量的比值。	10
5S：是指整理、整顿、清扫、清洁、素养。	10
库存控制是在保障供应的前提下，是库存物品的数量最少而进行有效的技术经济措施。	10
库存分为周转库存、安全库存、转运库存 等。	10
周转库存：指因订货以每次一批的方式进行时形成的周期性库存。	10
安全库存：是指为了防止不确定性因素（如大量突发性订货、交货期突然延期、临时用量增加、交货误期等特殊原因）而预计的保险储备量（缓冲库存）	10
订货成本指企业为了实现一次订货的各种活动的费用。包括差旅费、订货手续费、招待费等。	10
保管成本指在保管过程中为保管物品而发生的全部费用。	10
缺货成本指因存货不足而造成的损失。若不容许缺货，则缺货成本为零。	10
进货成本是指在进货途中所花费的全部支出。包括包装费、装卸费等等。	10
库存成本的构成：订货成本、保管成本、缺货成本、进货成本与购买成本、固定成本和变动成本。	10
进货成本和购买成本与订货批量无关，叫做固定成本。	10
订货成本、保管成本、缺货成本与订货批量有关，称为变动成本。	10
定期订货法，是指及时根据预先确定的时间间隔按其订购物品，补充库存的一种库存控制方法。	10
入库申请是生产入库作业计划的而基础和依据。是存货人对仓储服务产生需求，并向仓储企业发出的通知。	10
存货人向仓库提出入库申请的书面形式，叫“入库通知单”，起到预报信息的作用。	10
入库作业计划是指仓库部门根据本部门和存货人等实际情况，权衡存货人的需求和仓库存储的可能性，通过预测提出在未来一定时期内仓库要达到的目标和实现方法。	10
入库作业计划是存货人发货和仓库部门入库前准备的依据。	10
中转运输的转运方式包括直达转运、直通转运、储存分拣转运、流通加工转运、投机转运等形式。	10
直达转运，是指物品不经过卸车入库等环节，留在运输工具上直接送到货主手中。	10
储存分拣转运就是物品抵达仓库时先入库，等待客户下达指令后经过分拣送抵客户。	10
流通加工转运是指物品抵达仓库后，经过卸货、验收、搬运、分拣、加工、再分拣等作业环节后送抵客户手中。	10
投机转运指物品抵达仓库时先入库，根据货主下达的指令，按照客户要求送抵客户而获得超额利润的转运方式。	10
入库计划主要包括空余库位的选择，货架的选择，搬运方法等。	10
入库申请的流程是存货人提出申请，仓储企业做出评估，拒绝则不予收货，接受则通知存货人并制定入库计划。	10
所谓“物动量”，就是物品运动的量。	10
如果一个物品经常进出库，我们就叫它“高物动量”。	10
如果一个物品不常进出库、我们就叫它“低物动量”。	10
入库作业准备包括：货位的准备、苫垫材料的准备、验收及装卸搬运器械的准备、人员及单证的准备。	10
接运卸货一共分为以下情况：场站接货、专用线接车、仓库自行接货、库内接货。	10
场站接货：一般指仓储企业受存货人委托或合同约束到车站、码头接运物品到储运地。一般零担托运和小批量物品采用此方法。	10
专用线接车就是专门为某企业修建或使用的铁路专用线，一般为支线。许多大批整车物品接运采用此方法。	10
仓库自行接货是指仓储企业直接到存货委托人指定的企业接货的一种方式。	10
库内接货是指仓储企业在仓库内接到存货委托人送来的物品。	10
供货商单证主要包括：送货单、装箱单、磅码单、原产地证明等。	10
数量检验分为三种形式：计件、检斤、检尺求积。	10
计件是按照件数供货或以件数为计量单位的物品，做数量验收时的清点件数。	10
检斤是按重量供货或以重量为计量单位的物品，做数量验收时的称重。	10
检尺求积是对以体积为计量单位的物品，先检尺、后求体积所做的数量验收。	10
检尺长：指检量木材实际长度时，按照某项标准的规定经过进或舍之后的尺寸。	10
检尺径：指检量木材直径时（原木检量小头直径），按照某项标准的规定经过进或舍之后的尺寸。	10
质量检验包括外观检验、尺寸精度检验、机械物理性能检验和化学成分检验四种形式。	10
仓库一般只做外观检验和尺寸精度检验两种。	10
在仓库中，质量验收主要指物品外观检验，由仓库保管职能机构组织进行。	10
物品验收方式分为全验和抽验。	10
物品检验内容：数量检验、质量检验	10
组织结构建立的原则：任务目标原则、精简原则、专业分工与协作原则、指挥统一原则、责权利相结合原则、有效管理幅度原则、稳定性和适应性相结合原则。	10
一般形成三级仓储管理层次，即决策层、执行监督层和仓库作业层。	10
直线制组织结构形式是由一个上级直接管理多个下级的一种组织结构形式。	10
典型的仓储企业组织结构形式：直线制组织结构形式、直线职能制组织结构形式、事业部制组织结构形式。	10
直线职能制组织结构形式是在直线制的基础上加上职能部门，这些职能部门分管不同专业，这些职能结构都是某种职能的组合体。	10
事业部制组织结构形式是一种较为复杂的仓储组织结构形式，它是在总公司领导下，以某项职能为事业部，实行统一管理、分散经营的管理方法。	10
在仓储企业中，一般包括保管员、理货员、商品养护员等岗位。	10
保管员是指对存储物品进行保存、维护管理的人员。	10
理货员是指在仓库、配送中心、超市、港口码头等企业中，从事物品整理、拣选、配货、包装、符合、置唛和物品交接、验收、整理、堆码等的人员。	10
商品养护员是指对库存商品进行保养维护的人员。	10
仓库管理员是仓库内从事与物品仓储迆管理有关工作的一线操作人员的统称，包括直接从事物品收发、出入库、分拣、理货等工作的人员，不含装卸工，简称仓管员。	10
货架是指用立柱、隔板或横梁等组成的例题储存物品的设施。	10
货架的作用：充分利用仓容；保护货物；便于存取；便于清点和计量。	10
按货架的发展分类：传统式货架、新型货架	10
按货架的结构特点分类：层架、层格架、橱架、抽屉架等	10
按货架的载货方式分类：悬臂式货架、橱柜式货架、棚板式货架	10
按货架的封闭程度分类：敞开式货架、半封闭式货架、封闭式货架	10
按货架的适用性分类：通用货架、专用货架	10
按货架的可动性分类：固定式货架、移动式货架、旋转式货架、组合货架、可调式货架、流动储存货架	10
托盘式货架又称工业货架，一般采用叉车等装卸设备作业，是以托盘单元方式来保管货物的货架，是机械化、自动化货架仓库的主要组成部分。  	10
重力式货架是指在货架每层的通道上，都安装有一定坡度的、带有轨道的 导轨，入库的单元货物在重力的作用下，由入库端流向出库端。 	10
叉车是指具有各种叉具，能够对物品进行升降和移动以及装卸作业的搬运车辆。	10
常见的堆垛机有：桥式堆垛机、巷道式堆垛机。	10
叉车的分类：平衡重式叉车、前移式叉车、侧面叉车、拣选叉车、电动插腿式叉车、多方向堆垛叉车、集装箱叉车。	10
悬挂梁式起重机，主要分为悬挂单梁式起重机和悬挂双梁式起重机。	10
托盘是物流过程中承载货物的集装单元化工具之一，是与搬运装卸机械配套使用的重要的集装器具。	10
轮式托盘也称物流台车，是在箱式托盘、柱式托盘或网箱托盘的底部装上脚轮而成，既便于机械化搬运，又宜于短距离的人力移动。 	10
输送设备一般为连续输送设备，常见的输送设备有如下几种类型：带式输送机、螺旋输送机、滚筒输送机、滚轮式输送机、链条式输送机、链板输送线。	10
仓储主要由以下几个部分组成：物品储存作业区，验收、分发作业区，管理室及生活间，其他辅助设施等。	10
库区布局是指一个仓库的各个组成部分，如库存、货棚、货场、辅助建筑物、铁路专运线、库内道路、附属固定设备等。	10
影响仓库平面布置的因素：仓库的专业化程度、仓库的规模和功能。	10
仓库专业化程度主要与库存物品的种类有关。	10
仓库平面布置的要求：仓库平面布置要适应仓储作业过程的要求，要有利于仓储作业的顺利进行；仓库平面布置要有利于提高仓储经济效益；仓库平面布置要有利于保证安全和职工的健康。	10
储位划分的目的：一是为了提高仓库平面和空间利用率，另一方面是为了提高物品保管质量，方便出入库作业，从而降低物品的仓储处置成本。	10
分区分类应考虑的因素：物品所需的储存条件；仓库空间利用率；地坪载荷；仓库设施条件。	10
储位划分的依据：分区分类应考虑的因素；分区分类方法。	10
填空：（仓库空间利用率）的高低是衡量仓库经营管理水平的重要指标。	10
仓库内部平面布局有：横列式、纵列式、混合式。	10
仓库内部空间布局也称为仓库内部竖向布局，指储存物品在仓库立体空间上的布局，其目的在于充分有效地利用仓库空间。	10
空间布局的主要形式有：物品堆垛；利用货架；采用架上平台。	10
储位编码：是指将库房、货场、货棚、货架按物品存放的具体位置顺序，统一编列号码，并作出明显标志。	10
储位编码包括：库房编号、库房内货位编号、货架上的货位编号、货场货位编号。	10
储位划分的形式包括：仓库内部平面布局、仓库内部空间布局。	10
仓库防火防爆的具体措施：控制可燃物；隔绝空气；消除引火源；阻止火势蔓延；灭火器的使用	10
灭火器简略地分为三种：泡沫灭火器、干粉灭火器和二氧化碳灭火器。	10
人力作业的安全操作要求：在合适的作业环境和符合条件下进行作业；尽量采用机械作业；做好安全防护工作；专人指挥；合理安排休息时间。	10
机械安全作业要求：在符合许可范围内操作；使用合适器械作业；设备作业要有专人指挥。	10
仓储合同，又称仓储保管合同，是保管人储存存货人交付的仓储物，存货人支付仓储费的合同。	10
诺成合同，是指合同自双方达成合意时成立。	10
仓储货品的验收问题的主要内容有三项：一是验收项目，二是验收方法，三是验收期限。	10
验收期限：自物品和验收资料全部送达保管人之日起，至验收报告送出之日止。	10
仓储合同的验收包括：验收项目、验收方法、验收期限。	10
物品储存的安全性指标，主要用发生的各种事故的大小和次数来表示，主要有人身伤亡、仓库失火、爆炸、被盗、机械损坏事故几类。	10
仓储成本是指仓储企业在储存物品过程中，包括装卸搬运、存储保管、流通加工、收发物品等各个环节，和建造、购置仓库等设施设备所消耗的人力、物力、财力及风险成本的总和。	10
仓储成本是物流成本的重要组成部分，对物流成本的高低有直接影响。	10
货物的仓储成本主要是指货物保管的各种支出，其中一部分为仓储设施和设备的投资，另一部分则为仓储保管作业中的活劳动或者物化劳动的消耗，主要包括工资和能源消耗等。	10
反映仓储作业消耗的指标：材料、燃料和动力消耗指标；平均储存费用	10
反映仓储作业质量的指标：货损货差率；设备完好率；保管损耗率；账务差异率；收发货差错率。	10
反映仓储作业效率的指标：物品吞吐量；平均收发货时间；物品及时验收率；全员劳动生产率；库存物品的周转率；仓库作业效率。	10
反映仓储作业效益的指标：工资利润率；成本利润率；资金利润率；利润总额；收入利润率；每吨物品保管利润。	10
反映仓储作业设施设备利用程度的指标：仓库货物周转率；单位面积储存量；仓库空间利润率；设备利润率。	10
仓储成本是衡量仓储企业经营管理水平和管理质量高低的重要标志。	10
根据成本的性质可将仓储成本分为固定成本和变动成本两部分。	10
仓储成本分析与控制包括以下方面： 存储成本分析与控制；装卸搬运作业成本分析与控制；备货作业成本分析与控制；人工费用的分析与控制；包装作业成本分析与控制；机具物料和燃料的成本控制；提高仓储服务质量，降低仓储成本；降低机会成本和风险成本。	10
装卸搬运作业成本分析与控制包括：合理选择装卸搬运机具；提高物品装卸搬运的活性化与可运性；利用重力作用，减少能量消耗；合理选择装卸搬运方式；改进装卸搬运作业方法。	10
备货作业成本分析与控制包括以下内容：合理选择备货作业方式；合理安排仓储空间，降低备货成本；加强货位管理，提高备货作业效率。	10
合理选择备货作业方式有：全面分拣、批处理分拣、分区分拣、分组分拣。	10
包装作业成本分析与控制包括以下内容：使用物美价廉的包装材料；包装作业机械化，提高包装效率；采用大包装，尽量使包装简单化，节约包装材料；利用原有包装，加贴新标签。	10
企业资源计划即 ERP (Enterprise Resource Planning)，由美国 Gartner Group 公司于1990年提出。企业资源计划是 MRP II（企业制造资源计划）下一代的制造业系统和资源计划软件。	10
MRP(Material Resource Planning)：是一种保证既不出现短缺，也不积压库存的计划方法，是ERP系统的核心功能模块。	10
MRP包含几个要素：原料、生产、销售、产品结构。 	10
运输管理系统，英文缩写“TMS”，是一种“供应链”分组下的（基于网络的）操作软件。它能通过多种方法和其他相关的操作一起提高物流的管理能力；	10
TMS的功能模块：调度管理、车辆管理、配件管理、油耗管理、费用结算、人员管理、资源管理、财务核算、绩效考核、车辆跟踪、业务跟踪、业务统计、白卡管理、监控中心系统、账单查询等	10
ERP的功能模块：供应链管理、销售与市场、分销、客户服务、财务管理、制造管理、库存管理、工厂与设备维护、人力资源、报表、制造执行系统、工作流服务和企业信息系统等。此外，还包括金融投资管理、质量管理、运输管理、项目管理、法规与标准和过程控制等补充功能。	10
入库作业管理包括：收货；组盘和注册；上架	10
WCS 是仓库控制系统(Warehouse Control System) 的缩写。WCS是介于WMS系统和PLC系统之间的一层管理控制系统。	10
出库作业管理包括：波次运算；补货；拣选；复核包装；集货；发货	10
仓储管理系统中基础数据管理包括以下内容：用户数据；部门数据；货位数据；客户主数据；物流主数据；订单类数据；其他数据	10
条码：是由一组规则排列的条、空及其对应代码组成，是表示商品特定信息的标识。 	10
条形码的识读原理：根据不同颜色的物体，其反射的可见光的波长不同，光电转换器接收到不同强弱的反射光信号，并转换成相应的电信号并进行放大后输出。	10
条码的类别 ：商品条码、物流条码、二维条码。	10
无线射频识别（RFID）是通过一种无线电讯号和微芯片标签识别特定目标并读写相关数据的通讯技术。	10
RFID的特点：非接触识别，它能穿透雪、雾、冰、涂料、尘垢、高速运动的物体和条形码无法使用的恶劣环境阅读标签，并且阅读速度极快；保密性强。	10
RFID的组成：标签、阅读器和天线。	10
子标签拣选系统（DPS），是以一连串装于货架格位上的电子显示装置(电子标签)取代拣货单，指示应拣取的物品及数量，辅助捡货人员的作业，减少目视寻找的时间。	10
DBMS是一种操作和管理数据库的大型软件，可用于建立、使用和维护数据库。物流系统中的库存、货位、入出库记录等重要数据都是通过DBMS管理的。	10
配送：是指“在经济合理区域范围内，根据用户的要求，对物品进行拣选、加工、包装、分割、组配等作业，并按时送达指定地点的物流活动	10
配送要素：集货、储存、分拣和拣选、配货、配装、配送运输、送达服务。	10
集货是指将分散的或小批量的物品集中起来，以便进行运输、配送的作业 。	10
配送中的储存有储备及暂存两种形态。 配送储备储备数量较大，储存更加有计划性。暂存，是具体执行日配送时，按分拣配货要求，在理货场地所做的少量储存准备 。	10
分拣是将物品按品种、出入库先后顺序进行分门别类堆放的作业。	10
拣选是按订单或出库单的要求，从储存场所选出物品，并放置指定地点的作业	10
配货是使用各种拣选设备和传输装置，将存放的物品，按客户要求分拣出来，配备齐全，送入指定发货地点。	10
在单个客户配送数量不能达到车辆的有效运载负荷时，就存在如何集中不同客户的配送货物，进行搭配装载以充分利用运能、运力的问题，这就需要配装。	10
配送运输是较短距离、较小规模、额度较高的运输形式，一般使用汽车做运输工具。	10
如何组合成最佳路线，如何使配装和路线有效搭配等，是配送运输的特点，也是难度较大的工作。	10
